system,num_performances,performances,num_configs,selected_configs,fold,train_cost,train_wcp_mean,train_wcp_max,test_wcp_mean,test_wcp_max,optimization_target
gcc,1,['exec'],1,[50],1,0.03424210526315789,0.03424189573282952,0.44864048338368545,0.015984796357357244,0.06935741464654314,mean
gcc,1,['exec'],2,"[4, 50]",1,0.010106842105263159,0.010106685003385362,0.04982937920569731,0.015984796357357244,0.06935741464654314,mean
gcc,1,['exec'],3,"[4, 14, 50]",1,0.0029957894736842103,0.002995783400334351,0.03016836729094018,0.014494683864662248,0.06935741464654314,mean
gcc,1,['exec'],4,"[4, 14, 50, 62]",1,0.0014078947368421052,0.0014079745955480254,0.00831496160902347,0.007930977543383124,0.025999438862056117,mean
gcc,1,['exec'],5,"[4, 13, 14, 50, 62]",1,0.0005973684210526316,0.0005971945076294411,0.005718208698143938,0.00562286702010841,0.024401988252705405,mean
gcc,1,['exec'],6,"[4, 13, 14, 50, 62, 73]",1,0.0002552631578947369,0.0002554843253096395,0.0015866658921862226,0.005544538639892775,0.024401988252705405,mean
gcc,1,['exec'],7,"[4, 14, 39, 47, 50, 62, 73]",1,0.00010631578947368421,0.0001065612101878384,0.0005436998776675323,0.00028696895291246765,0.0014053652130559574,mean
gcc,1,['exec'],8,"[4, 13, 14, 39, 47, 50, 62, 73]",1,5.578947368421052e-05,5.6006107400742066e-05,0.0005436998776675323,0.00028696895291246765,0.0014053652130559574,mean
gcc,1,['exec'],9,"[4, 13, 14, 39, 47, 50, 62, 73, 77]",1,2.736842105263158e-05,2.7390324365608775e-05,0.00021995610519804412,0.00028696895291246765,0.0014053652130559574,mean
gcc,1,['exec'],10,"[4, 5, 13, 14, 39, 47, 50, 62, 73, 77]",1,1.5789473684210526e-05,1.5813687249922247e-05,0.00017825122030374138,0.0002805780062340043,0.0014053652130559574,mean
gcc,1,['exec'],11,"[4, 5, 13, 14, 17, 39, 47, 50, 62, 73, 77]",1,6.31578947368421e-06,6.496745063449064e-06,0.0001222088374447813,7.981154722601037e-05,0.0004451839930167127,mean
gcc,1,['exec'],1,[50],2,0.03543263157894737,0.03543214939180777,0.44864048338368545,0.012754107854416302,0.04982937920569731,mean
gcc,1,['exec'],2,"[4, 50]",2,0.01129736842105263,0.011296938662363603,0.06935741464654314,0.012754107854416302,0.04982937920569731,mean
gcc,1,['exec'],3,"[4, 47, 50]",2,0.00540578947368421,0.0054052896384621405,0.03016836729094018,0.008966978400488145,0.031018981657453763,mean
gcc,1,['exec'],4,"[4, 39, 47, 50]",2,0.0023089473684210528,0.0023090685777353605,0.03016836729094018,0.00566341281863362,0.031018981657453763,mean
gcc,1,['exec'],5,"[4, 39, 47, 50, 62]",2,0.0006757894736842106,0.0006761868661646931,0.005718208698143938,0.00566341281863362,0.031018981657453763,mean
gcc,1,['exec'],6,"[4, 39, 47, 50, 62, 73]",2,0.0001663157894736842,0.00016659509506717919,0.0014053652130559574,0.00566341281863362,0.031018981657453763,mean
gcc,1,['exec'],7,"[4, 17, 39, 47, 50, 62, 73]",2,8.263157894736843e-05,8.331156271986615e-05,0.0005436998776675323,0.00566341281863362,0.031018981657453763,mean
gcc,1,['exec'],8,"[4, 17, 39, 47, 50, 62, 73, 77]",2,5.421052631578948e-05,5.469577968473288e-05,0.0004899206197659565,0.00566341281863362,0.031018981657453763,mean
gcc,1,['exec'],9,"[4, 11, 17, 39, 47, 50, 62, 73, 77]",2,2.8421052631578946e-05,2.8910483907577274e-05,0.00031236420047307594,0.005648777774452153,0.031018981657453763,mean
