system,split,configs,num_performances,performances,sdc_avg,sdc_std,best_avg,best_std,average_avg,average_std,overall_avg,overall_std,metric_avg,metric_std,common_avg,common_std,random_avg,random_std
sqlite,1,0,1,q15,0.0971259986190154,0.1771541743082446,0.0,0.0,0.4563674383000411,0.16884999399338457,0.31590863009186376,0.30721655567217665,0.31590863009186376,0.30721655567217665,0.6372132375809041,0.24637606074157664,0.47039488733541296,0.3284303734248867
sqlite,2,0,1,q15,0.05439956354880242,0.07828507469903698,0.0,0.0,0.5298877206222476,0.18196672721443555,0.22393072182382887,0.26843647892192024,0.22393072182382887,0.26843647892192024,0.7542060454235348,0.25737886012149014,0.5228115300507411,0.3638722906939916
sqlite,3,0,1,q15,0.0933222483623458,0.09719088127913962,0.0,0.0,0.4220367366700444,0.14908895585310947,0.40009876800681166,0.3112584862202795,0.40009876800681166,0.3112584862202795,0.6040482452582316,0.2140268560773657,0.5385646444007326,0.28981896036258087
sqlite,4,0,1,q15,0.05836660344203231,0.08951828660732589,0.0,0.0,0.49696138395939354,0.17914484824433458,0.23248495205171318,0.2550059224714388,0.23248495205171318,0.2550059224714388,0.7086927308549476,0.25112425823984885,0.46148624809875133,0.363405516258893
sqlite,0,0,1,q11,0.01589792819826474,0.01662453311985687,0.0,0.0,0.38837073019128165,0.1549195973736514,0.41437729683697383,0.2907792800799272,0.41437729683697383,0.2907792800799272,0.430882315258383,0.2935838621502857,0.3824578590715081,0.37437413898456273
sqlite,1,0,1,q11,0.024688743234685284,0.025753580159524937,0.0,0.0,0.3902304712689865,0.15467372809891144,0.4261091947381885,0.2934773204478666,0.4261091947381885,0.2934773204478666,0.4346126625352716,0.29190232606616195,0.4111702996006427,0.3464081332796848
sqlite,2,0,1,q11,0.027971073213674653,0.04898165050151105,0.0,0.0,0.45862572588453726,0.1833581371345567,0.5483998274742516,0.35040789814123247,0.5483998274742516,0.35040789814123247,0.5718780614128323,0.34136541910067114,0.4366158010911005,0.41188356167244855
sqlite,3,0,1,q11,0.03660850340805383,0.04794424715832035,0.0,0.0,0.3636325266299614,0.130981839068901,0.3847825972172954,0.24788701741421357,0.3847825972172954,0.24788701741421357,0.38359305331153315,0.25044847628212613,0.4018408035852905,0.3892833992100339
sqlite,4,0,1,q11,0.01368647339281335,0.023662858941307516,0.0,0.0,0.4366334861493784,0.17605787178825782,0.514035730993002,0.3302839638619122,0.514035730993002,0.3302839638619122,0.5393301258805137,0.3313777915431197,0.38122543522629887,0.371347607634189
sqlite,0,0,1,q8,0.0034600525309894767,0.005113902983745967,0.0,0.0,0.43186705264291986,0.016160329648335508,0.052394150513354824,0.09560925438817343,0.052394150513354824,0.09560925438817343,0.9291066451955678,0.03410331611038638,0.22741885260726877,0.3660007696604446
